Season,Home Team,Away Team,Home Team Goals,Away Team Goals,Score,Winner,Loser
2014/15,Paris SG,Lens,4,1,5,Paris SG,Lens
2014/15,Reims,Nantes,3,1,4,Reims,Nantes
2014/15,Rennes,Metz,1,0,1,Rennes,Metz
2014/15,Guingamp,Lille,0,1,1,Lille,Guingamp
2014/15,Montpellier,Lyon,1,5,6,Lyon,Montpellier
2014/15,St Etienne,Lorient,2,0,2,St Etienne,Lorient
2014/15,Monaco,Bastia,3,0,3,Monaco,Bastia
2014/15,Nice,Guingamp,1,2,3,Guingamp,Nice
2014/15,Lens,Toulouse,1,0,1,Lens,Toulouse
2014/15,Lorient,Caen,2,1,3,Lorient,Caen
2014/15,Metz,St Etienne,2,3,5,St Etienne,Metz
2014/15,Montpellier,Reims,3,1,4,Montpellier,Reims
2014/15,Nantes,Evian Thonon Gaillard,2,1,3,Nantes,Evian Thonon Gaillard
2014/15,Bordeaux,Paris SG,3,2,5,Bordeaux,Paris SG
2014/15,Lille,Rennes,3,0,3,Lille,Rennes
2014/15,Marseille,Lyon,0,0,0,Draw,Draw
2014/15,Paris SG,Lorient,3,1,4,Paris SG,Lorient
2014/15,Bastia,Guingamp,0,0,0,Draw,Draw
2014/15,Caen,Metz,0,0,0,Draw,Draw
2014/15,Evian Thonon Gaillard,Montpellier,1,0,1,Evian Thonon Gaillard,Montpellier
2014/15,Lyon,Nice,1,2,3,Nice,Lyon
2014/15,Rennes,Nantes,0,0,0,Draw,Draw
2014/15,Toulouse,Bordeaux,2,1,3,Toulouse,Bordeaux
2014/15,Lens,Marseille,0,4,4,Marseille,Lens
2014/15,Reims,Monaco,1,3,4,Monaco,Reims
2014/15,St Etienne,Lille,2,0,2,St Etienne,Lille
2014/15,Monaco,St Etienne,1,1,2,Draw,Draw
2014/15,Guingamp,Lyon,1,3,4,Lyon,Guingamp
2014/15,Lille,Reims,3,1,4,Lille,Reims
2014/15,Lorient,Rennes,0,3,3,Rennes,Lorient
2014/15,Metz,Toulouse,3,2,5,Metz,Toulouse
2014/15,Montpellier,Bastia,3,1,4,Montpellier,Bastia
2014/15,Nice,Evian Thonon Gaillard,2,2,4,Draw,Draw
2014/15,Bordeaux,Lens,2,1,3,Bordeaux,Lens
2014/15,Marseille,Paris SG,2,3,5,Paris SG,Marseille
2014/15,Nantes,Caen,1,2,3,Caen,Nantes
2014/15,Monaco,Montpellier,0,0,0,Draw,Draw
2014/15,Caen,Monaco,0,3,3,Monaco,Caen
2014/15,Bordeaux,Marseille,1,0,1,Bordeaux,Marseille
2014/15,Evian Thonon Gaillard,Lille,0,1,1,Lille,Evian Thonon Gaillard
2014/15,Lens,Lorient,0,0,0,Draw,Draw
2014/15,Reims,Nice,0,1,1,Nice,Reims
2014/15,Rennes,Guingamp,1,0,1,Rennes,Guingamp
2014/15,St Etienne,Nantes,1,0,1,St Etienne,Nantes
2014/15,Toulouse,Montpellier,1,0,1,Toulouse,Montpellier
2014/15,Lyon,Bastia,2,0,2,Lyon,Bastia
2014/15,Nantes,Marseille,1,0,1,Nantes,Marseille
2014/15,Bastia,Reims,1,2,3,Reims,Bastia
2014/15,Guingamp,Evian Thonon Gaillard,1,1,2,Draw,Draw
2014/15,Lorient,Toulouse,0,1,1,Toulouse,Lorient
2014/15,Metz,Lens,3,1,4,Metz,Lens
2014/15,Monaco,Rennes,1,1,2,Draw,Draw
2014/15,Nice,Paris SG,1,3,4,Paris SG,Nice
2014/15,Lille,Bordeaux,2,0,2,Lille,Bordeaux
2014/15,Lyon,St Etienne,2,2,4,Draw,Draw
2014/15,Montpellier,Caen,1,0,1,Montpellier,Caen
2014/15,Marseille,Lorient,3,5,8,Lorient,Marseille
2014/15,Bordeaux,Metz,1,1,2,Draw,Draw
2014/15,Caen,Guingamp,0,2,2,Guingamp,Caen
2014/15,Evian Thonon Gaillard,Bastia,1,2,3,Bastia,Evian Thonon Gaillard
2014/15,Paris SG,Lille,6,1,7,Paris SG,Lille
2014/15,Rennes,Nice,2,1,3,Rennes,Nice
2014/15,Toulouse,Nantes,1,1,2,Draw,Draw
2014/15,Lens,Monaco,0,3,3,Monaco,Lens
2014/15,Reims,Lyon,2,4,6,Lyon,Reims
2014/15,St Etienne,Montpellier,1,0,1,St Etienne,Montpellier
2014/15,Paris SG,Metz,3,1,4,Paris SG,Metz
2014/15,Metz,Marseille,0,2,2,Marseille,Metz
2014/15,Bastia,St Etienne,1,0,1,Bastia,St Etienne
2014/15,Guingamp,Reims,2,0,2,Guingamp,Reims
2014/15,Lorient,Bordeaux,0,0,0,Draw,Draw
2014/15,Lyon,Evian Thonon Gaillard,2,0,2,Lyon,Evian Thonon Gaillard
2014/15,Montpellier,Rennes,0,0,0,Draw,Draw
2014/15,Nice,Caen,1,1,2,Draw,Draw
2014/15,Lille,Lens,3,1,4,Lille,Lens
2014/15,Monaco,Toulouse,4,1,5,Monaco,Toulouse
2014/15,Nantes,Paris SG,0,2,2,Paris SG,Nantes
2014/15,Paris SG,Guingamp,6,0,6,Paris SG,Guingamp
2014/15,Bordeaux,Nantes,2,1,3,Bordeaux,Nantes
2014/15,Caen,Lyon,3,0,3,Caen,Lyon
2014/15,Evian Thonon Gaillard,Reims,2,3,5,Reims,Evian Thonon Gaillard
2014/15,Metz,Lorient,0,4,4,Lorient,Metz
2014/15,Rennes,Bastia,0,1,1,Bastia,Rennes
2014/15,Toulouse,Lille,3,2,5,Toulouse,Lille
2014/15,Lens,Montpellier,0,1,1,Montpellier,Lens
2014/15,Marseille,Monaco,2,1,3,Marseille,Monaco
2014/15,St Etienne,Nice,5,0,5,St Etienne,Nice
2014/15,Bastia,Caen,1,1,2,Draw,Draw
2014/15,Evian Thonon Gaillard,St Etienne,1,2,3,St Etienne,Evian Thonon Gaillard
2014/15,Guingamp,Toulouse,2,1,3,Guingamp,Toulouse
2014/15,Lille,Marseille,0,4,4,Marseille,Lille
2014/15,Lyon,Bordeaux,1,1,2,Draw,Draw
2014/15,Monaco,Metz,2,0,2,Monaco,Metz
2014/15,Montpellier,Paris SG,1,2,3,Paris SG,Montpellier
2014/15,Nantes,Lorient,1,1,2,Draw,Draw
2014/15,Nice,Lens,2,1,3,Nice,Lens
2014/15,Reims,Rennes,1,0,1,Reims,Rennes
2014/15,Bordeaux,Montpellier,2,1,3,Bordeaux,Montpellier
2014/15,Caen,Evian Thonon Gaillard,3,2,5,Caen,Evian Thonon Gaillard
2014/15,Lens,Nantes,1,0,1,Lens,Nantes
2014/15,Lorient,Monaco,0,1,1,Monaco,Lorient
2014/15,Marseille,Bastia,3,0,3,Marseille,Bastia
2014/15,Metz,Lille,1,4,5,Lille,Metz
2014/15,Paris SG,Reims,3,2,5,Paris SG,Reims
2014/15,Rennes,Lyon,0,1,1,Lyon,Rennes
2014/15,St Etienne,Guingamp,2,1,3,St Etienne,Guingamp
2014/15,Toulouse,Nice,2,3,5,Nice,Toulouse
2015/16,Lille,Paris SG,0,1,1,Paris SG,Lille
2015/16,Bastia,Rennes,2,1,3,Bastia,Rennes
2015/16,Marseille,Caen,0,1,1,Caen,Marseille
2015/16,Montpellier,Angers,0,2,2,Angers,Montpellier
2015/16,Nantes,Guingamp,1,0,1,Nantes,Guingamp
2015/16,Nice,Monaco,1,2,3,Monaco,Nice
2015/16,Troyes,Ajaccio GFCO,0,0,0,Draw,Draw
2015/16,Bordeaux,Reims,1,2,3,Reims,Bordeaux
2015/16,Lyon,Lorient,0,0,0,Draw,Draw
2015/16,Toulouse,St Etienne,2,1,3,Toulouse,St Etienne
2015/16,Monaco,Lille,0,0,0,Draw,Draw
2015/16,Angers,Nantes,0,0,0,Draw,Draw
2015/16,Caen,Toulouse,1,0,1,Caen,Toulouse
2015/16,Guingamp,Lyon,0,1,1,Lyon,Guingamp
2015/16,Rennes,Montpellier,1,0,1,Rennes,Montpellier
2015/16,St Etienne,Bordeaux,1,1,2,Draw,Draw
2015/16,Troyes,Nice,3,3,6,Draw,Draw
2015/16,Lorient,Bastia,1,1,2,Draw,Draw
2015/16,Paris SG,Ajaccio GFCO,2,0,2,Paris SG,Ajaccio GFCO
2015/16,Reims,Marseille,1,0,1,Reims,Marseille
2015/16,Montpellier,Paris SG,0,1,1,Paris SG,Montpellier
2015/16,Ajaccio GFCO,Angers,0,2,2,Angers,Ajaccio GFCO
2015/16,Bastia,Guingamp,3,0,3,Bastia,Guingamp
2015/16,Lyon,Rennes,1,2,3,Rennes,Lyon
2015/16,Nantes,Reims,1,0,1,Nantes,Reims
2015/16,Nice,Caen,2,1,3,Nice,Caen
2015/16,Toulouse,Monaco,1,1,2,Draw,Draw
2015/16,Lille,Bordeaux,0,0,0,Draw,Draw
2015/16,Lorient,St Etienne,0,1,1,St Etienne,Lorient
2015/16,Marseille,Troyes,6,0,6,Marseille,Troyes
2015/16,Guingamp,Marseille,2,0,2,Guingamp,Marseille
2015/16,Angers,Nice,1,1,2,Draw,Draw
2015/16,Caen,Lyon,0,4,4,Lyon,Caen
2015/16,Lille,Ajaccio GFCO,1,0,1,Lille,Ajaccio GFCO
2015/16,Reims,Lorient,4,1,5,Reims,Lorient
2015/16,Rennes,Toulouse,3,1,4,Rennes,Toulouse
2015/16,Troyes,Montpellier,0,0,0,Draw,Draw
2015/16,Bordeaux,Nantes,2,0,2,Bordeaux,Nantes
2015/16,Monaco,Paris SG,0,3,3,Paris SG,Monaco
2015/16,St Etienne,Bastia,2,1,3,St Etienne,Bastia
2015/16,Paris SG,Bordeaux,2,2,4,Draw,Draw
2015/16,Lorient,Angers,3,1,4,Lorient,Angers
2015/16,Lyon,Lille,0,0,0,Draw,Draw
2015/16,Montpellier,St Etienne,1,2,3,St Etienne,Montpellier
2015/16,Nice,Guingamp,0,1,1,Guingamp,Nice
2015/16,Toulouse,Reims,2,2,4,Draw,Draw
2015/16,Troyes,Caen,1,3,4,Caen,Troyes
2015/16,Ajaccio GFCO,Monaco,0,1,1,Monaco,Ajaccio GFCO
2015/16,Marseille,Bastia,4,1,5,Marseille,Bastia
2015/16,Nantes,Rennes,0,2,2,Rennes,Nantes
2015/16,Rennes,Lille,1,1,2,Draw,Draw
2015/16,Angers,Troyes,1,0,1,Angers,Troyes
2015/16,Bastia,Nice,1,3,4,Nice,Bastia
2015/16,Caen,Montpellier,2,1,3,Caen,Montpellier
2015/16,Guingamp,Ajaccio GFCO,2,1,3,Guingamp,Ajaccio GFCO
2015/16,Reims,Paris SG,1,1,2,Draw,Draw
2015/16,Bordeaux,Toulouse,1,1,2,Draw,Draw
2015/16,Marseille,Lyon,1,1,2,Draw,Draw
2015/16,Monaco,Lorient,2,3,5,Lorient,Monaco
2015/16,St Etienne,Nantes,2,0,2,St Etienne,Nantes
2015/16,Angers,Reims,0,0,0,Draw,Draw
2015/16,Paris SG,Guingamp,3,0,3,Paris SG,Guingamp
2015/16,Ajaccio GFCO,Rennes,1,1,2,Draw,Draw
2015/16,Lorient,Caen,2,0,2,Lorient,Caen
2015/16,Lyon,Bastia,2,0,2,Lyon,Bastia
2015/16,Nice,Bordeaux,6,1,7,Nice,Bordeaux
2015/16,Toulouse,Marseille,1,1,2,Draw,Draw
2015/16,Troyes,St Etienne,0,1,1,St Etienne,Troyes
2015/16,Montpellier,Monaco,2,3,5,Monaco,Montpellier
2015/16,Reims,Lille,1,0,1,Reims,Lille
2015/16,Bastia,Toulouse,3,0,3,Bastia,Toulouse
2015/16,Bordeaux,Lyon,3,1,4,Bordeaux,Lyon
2015/16,Caen,Ajaccio GFCO,2,0,2,Caen,Ajaccio GFCO
2015/16,Nantes,Paris SG,1,4,5,Paris SG,Nantes
2015/16,Rennes,Troyes,1,1,2,Draw,Draw
2015/16,Guingamp,Monaco,3,3,6,Draw,Draw
2015/16,Marseille,Angers,1,2,3,Angers,Marseille
2015/16,Montpellier,Lorient,2,1,3,Montpellier,Lorient
2015/16,St Etienne,Nice,1,4,5,Nice,St Etienne
2015/16,Lille,Nantes,0,1,1,Nantes,Lille
2015/16,Lille,Montpellier,2,0,2,Lille,Montpellier
2015/16,Ajaccio GFCO,Toulouse,2,2,4,Draw,Draw
2015/16,Angers,Bastia,1,0,1,Angers,Bastia
2015/16,Lyon,Reims,1,0,1,Lyon,Reims
2015/16,Troyes,Guingamp,0,1,1,Guingamp,Troyes
2015/16,Caen,St Etienne,1,0,1,Caen,St Etienne
2015/16,Lorient,Bordeaux,3,2,5,Lorient,Bordeaux
2015/16,Monaco,Rennes,1,1,2,Draw,Draw
2015/16,Paris SG,Marseille,2,1,3,Paris SG,Marseille
2015/16,Monaco,Lyon,1,1,2,Draw,Draw
2015/16,Bastia,Paris SG,0,2,2,Paris SG,Bastia
2015/16,Guingamp,Lille,1,1,2,Draw,Draw
2015/16,Nantes,Troyes,3,0,3,Nantes,Troyes
2015/16,Reims,Caen,0,1,1,Caen,Reims
2015/16,St Etienne,Ajaccio GFCO,2,0,2,St Etienne,Ajaccio GFCO
2015/16,Toulouse,Angers,1,2,3,Angers,Toulouse
2015/16,Bordeaux,Montpellier,0,0,0,Draw,Draw
2015/16,Marseille,Lorient,1,1,2,Draw,Draw
2015/16,Rennes,Nice,1,4,5,Nice,Rennes
2015/16,Caen,Nantes,0,2,2,Nantes,Caen
2015/16,Lyon,Toulouse,3,0,3,Lyon,Toulouse
2015/16,Ajaccio GFCO,Nice,3,1,4,Ajaccio GFCO,Nice
2015/16,Angers,Guingamp,0,0,0,Draw,Draw
2015/16,Lorient,Rennes,1,1,2,Draw,Draw
2015/16,Montpellier,Bastia,2,0,2,Montpellier,Bastia
2015/16,Bordeaux,Troyes,1,0,1,Bordeaux,Troyes
2015/16,Lille,Marseille,1,2,3,Marseille,Lille
2015/16,Paris SG,St Etienne,4,1,5,Paris SG,St Etienne
2015/16,Reims,Monaco,0,1,1,Monaco,Reims
2015/16,Rennes,Paris SG,0,1,1,Paris SG,Rennes
2015/16,Ajaccio GFCO,Bordeaux,2,0,2,Ajaccio GFCO,Bordeaux
2015/16,Bastia,Caen,1,0,1,Bastia,Caen
2015/16,Guingamp,Lorient,2,2,4,Draw,Draw
2015/16,St Etienne,Reims,3,0,3,St Etienne,Reims
2015/16,Toulouse,Montpellier,1,1,2,Draw,Draw
2015/16,Troyes,Lyon,0,1,1,Lyon,Troyes
2015/16,Monaco,Angers,1,0,1,Monaco,Angers
2015/16,Nantes,Marseille,0,1,1,Marseille,Nantes
2015/16,Nice,Lille,0,0,0,Draw,Draw
2015/16,Nice,Nantes,1,2,3,Nantes,Nice
2015/16,Angers,Rennes,0,2,2,Rennes,Angers
2015/16,Caen,Guingamp,2,1,3,Caen,Guingamp
2015/16,Lille,Bastia,1,1,2,Draw,Draw
2015/16,Lorient,Troyes,4,1,5,Lorient,Troyes
2015/16,Montpellier,Nantes,2,1,3,Montpellier,Nantes
2015/16,Paris SG,Toulouse,5,0,5,Paris SG,Toulouse
2015/16,Reims,Ajaccio GFCO,1,2,3,Ajaccio GFCO,Reims
2015/16,Bordeaux,Monaco,3,1,4,Bordeaux,Monaco
2015/16,Lyon,St Etienne,3,0,3,Lyon,St Etienne
2015/16,Marseille,Nice,0,1,1,Nice,Marseille
2015/16,Nice,Lyon,3,0,3,Nice,Lyon
2015/16,Guingamp,Toulouse,2,0,2,Guingamp,Toulouse
2015/16,Lorient,Paris SG,1,2,3,Paris SG,Lorient
2015/16,Monaco,Nantes,1,0,1,Monaco,Nantes
2015/16,Montpellier,Reims,3,1,4,Montpellier,Reims
2015/16,Troyes,Lille,1,1,2,Draw,Draw
2015/16,Bastia,Ajaccio GFCO,1,2,3,Ajaccio GFCO,Bastia
2015/16,Caen,Angers,0,0,0,Draw,Draw
2015/16,Rennes,Bordeaux,2,2,4,Draw,Draw
2015/16,St Etienne,Marseille,0,2,2,Marseille,St Etienne
2015/16,Lyon,Montpellier,2,4,6,Montpellier,Lyon
2015/16,Ajaccio GFCO,Lorient,1,1,2,Draw,Draw
2015/16,Angers,Lille,2,0,2,Angers,Lille
2015/16,Nantes,Bastia,0,0,0,Draw,Draw
2015/16,Paris SG,Troyes,4,1,5,Paris SG,Troyes
2015/16,Reims,Rennes,2,2,4,Draw,Draw
2015/16,Toulouse,Nice,2,0,2,Toulouse,Nice
2015/16,Bordeaux,Caen,1,4,5,Caen,Bordeaux
2015/16,Marseille,Monaco,3,3,6,Draw,Draw
2015/16,St Etienne,Guingamp,3,0,3,St Etienne,Guingamp
2015/16,Angers,Paris SG,0,0,0,Draw,Draw
2015/16,Lorient,Nice,0,0,0,Draw,Draw
2015/16,Nantes,Lyon,0,0,0,Draw,Draw
2015/16,Bastia,Bordeaux,1,0,1,Bastia,Bordeaux
2015/16,Guingamp,Reims,1,2,3,Reims,Guingamp
2015/16,Lille,St Etienne,1,0,1,Lille,St Etienne
2015/16,Monaco,Caen,1,1,2,Draw,Draw
2015/16,Montpellier,Ajaccio GFCO,0,2,2,Ajaccio GFCO,Montpellier
2015/16,Troyes,Toulouse,0,3,3,Toulouse,Troyes
2015/16,Rennes,Marseille,0,1,1,Marseille,Rennes
2015/16,Nice,Paris SG,0,3,3,Paris SG,Nice
2015/16,Ajaccio GFCO,Nantes,1,1,2,Draw,Draw
2015/16,Bastia,Monaco,1,2,3,Monaco,Bastia
2015/16,Caen,Lille,1,2,3,Lille,Caen
2015/16,Lyon,Angers,0,2,2,Angers,Lyon
2015/16,Reims,Troyes,1,1,2,Draw,Draw
2015/16,Toulouse,Lorient,2,3,5,Lorient,Toulouse
2015/16,Bordeaux,Guingamp,1,0,1,Bordeaux,Guingamp
2015/16,Marseille,Montpellier,2,2,4,Draw,Draw
2015/16,St Etienne,Rennes,1,1,2,Draw,Draw
2015/16,Rennes,Caen,1,1,2,Draw,Draw
2015/16,Lille,Lorient,3,0,3,Lille,Lorient
2015/16,Montpellier,Guingamp,2,1,3,Montpellier,Guingamp
2015/16,Nantes,Toulouse,1,1,2,Draw,Draw
2015/16,Reims,Nice,1,1,2,Draw,Draw
2015/16,Troyes,Bastia,1,1,2,Draw,Draw
2015/16,Angers,Bordeaux,1,1,2,Draw,Draw
2015/16,Marseille,Ajaccio GFCO,1,1,2,Draw,Draw
2015/16,Monaco,St Etienne,1,0,1,Monaco,St Etienne
2015/16,Paris SG,Lyon,5,1,6,Paris SG,Lyon
2015/16,Nice,Montpellier,1,0,1,Nice,Montpellier
2015/16,Bastia,Reims,2,0,2,Bastia,Reims
2015/16,Caen,Paris SG,0,3,3,Paris SG,Caen
2015/16,Guingamp,Rennes,0,2,2,Rennes,Guingamp
2015/16,Lorient,Nantes,0,0,0,Draw,Draw
2015/16,Toulouse,Lille,1,1,2,Draw,Draw
2015/16,Troyes,Monaco,0,0,0,Draw,Draw
2015/16,Ajaccio GFCO,Lyon,2,1,3,Ajaccio GFCO,Lyon
2015/16,Bordeaux,Marseille,1,1,2,Draw,Draw
2015/16,St Etienne,Angers,1,0,1,St Etienne,Angers
2015/16,Paris SG,Bastia,2,0,2,Paris SG,Bastia
2015/16,Angers,Caen,2,0,2,Angers,Caen
2015/16,Lyon,Troyes,4,1,5,Lyon,Troyes
2015/16,Monaco,Ajaccio GFCO,2,2,4,Draw,Draw
2015/16,Montpellier,Bordeaux,0,1,1,Bordeaux,Montpellier
2015/16,Reims,Toulouse,1,3,4,Toulouse,Reims
2015/16,Rennes,Lorient,2,2,4,Draw,Draw
2015/16,Lille,Nice,1,1,2,Draw,Draw
2015/16,Marseille,Guingamp,0,0,0,Draw,Draw
2015/16,Nantes,St Etienne,2,1,3,Nantes,St Etienne
2015/16,Nice,Angers,2,1,3,Nice,Angers
2015/16,Ajaccio GFCO,Reims,2,2,4,Draw,Draw
2015/16,Bastia,Montpellier,1,0,1,Bastia,Montpellier
2015/16,Bordeaux,Lille,1,0,1,Bordeaux,Lille
2015/16,Guingamp,Nantes,2,2,4,Draw,Draw
2015/16,Toulouse,Paris SG,0,1,1,Paris SG,Toulouse
2015/16,Troyes,Rennes,2,4,6,Rennes,Troyes
2015/16,Caen,Marseille,1,3,4,Marseille,Caen
2015/16,Lorient,Monaco,0,2,2,Monaco,Lorient
2015/16,St Etienne,Lyon,1,0,1,St Etienne,Lyon
2015/16,Rennes,Ajaccio GFCO,1,0,1,Rennes,Ajaccio GFCO
2015/16,Guingamp,Bastia,1,0,1,Guingamp,Bastia
2015/16,Lille,Troyes,1,3,4,Troyes,Lille
2015/16,Montpellier,Caen,1,2,3,Caen,Montpellier
2015/16,Nantes,Bordeaux,2,2,4,Draw,Draw
2015/16,Nice,Lorient,2,1,3,Nice,Lorient
2015/16,Paris SG,Angers,5,1,6,Paris SG,Angers
2015/16,Lyon,Marseille,1,1,2,Draw,Draw
2015/16,Monaco,Toulouse,4,0,4,Monaco,Toulouse
2015/16,Reims,St Etienne,1,1,2,Draw,Draw
2015/16,Marseille,Lille,1,1,2,Draw,Draw
2015/16,Ajaccio GFCO,Montpellier,0,4,4,Montpellier,Ajaccio GFCO
2015/16,Angers,Monaco,3,0,3,Angers,Monaco
2015/16,Bastia,Lyon,1,0,1,Bastia,Lyon
2015/16,Lorient,Reims,2,0,2,Lorient,Reims
2015/16,Toulouse,Guingamp,1,2,3,Guingamp,Toulouse
2015/16,Troyes,Nantes,0,1,1,Nantes,Troyes
2015/16,Bordeaux,Rennes,4,0,4,Bordeaux,Rennes
2015/16,Caen,Nice,2,0,2,Caen,Nice
2015/16,St Etienne,Paris SG,0,2,2,Paris SG,St Etienne
2015/16,Monaco,Bastia,2,0,2,Monaco,Bastia
2015/16,Montpellier,Marseille,0,1,1,Marseille,Montpellier
2015/16,Guingamp,Troyes,4,0,4,Guingamp,Troyes
2015/16,Lille,Caen,1,0,1,Lille,Caen
2015/16,Lyon,Bordeaux,3,0,3,Lyon,Bordeaux
2015/16,Nantes,Ajaccio GFCO,3,1,4,Nantes,Ajaccio GFCO
2015/16,Nice,Toulouse,1,0,1,Nice,Toulouse
2015/16,Paris SG,Lorient,3,1,4,Paris SG,Lorient
2015/16,Reims,Angers,2,1,3,Reims,Angers
2015/16,Rennes,St Etienne,0,1,1,St Etienne,Rennes
2015/16,Ajaccio GFCO,Guingamp,0,0,0,Draw,Draw
2015/16,Angers,Lyon,0,3,3,Lyon,Angers
2015/16,Bastia,Troyes,2,0,2,Bastia,Troyes
2015/16,Caen,Reims,0,2,2,Reims,Caen
2015/16,Lorient,Montpellier,1,1,2,Draw,Draw
2015/16,Monaco,Nice,1,0,1,Monaco,Nice
2015/16,Toulouse,Nantes,0,0,0,Draw,Draw
2015/16,Bordeaux,St Etienne,1,4,5,St Etienne,Bordeaux
2015/16,Lille,Rennes,1,1,2,Draw,Draw
2015/16,Marseille,Paris SG,1,2,3,Paris SG,Marseille
2015/16,Rennes,Angers,1,0,1,Rennes,Angers
2015/16,Ajaccio GFCO,Troyes,2,3,5,Troyes,Ajaccio GFCO
2015/16,Guingamp,Bordeaux,2,4,6,Bordeaux,Guingamp
2015/16,Montpellier,Toulouse,2,0,2,Montpellier,Toulouse
2015/16,Nantes,Lorient,2,1,3,Nantes,Lorient
2015/16,Paris SG,Lille,0,0,0,Draw,Draw
2015/16,Reims,Bastia,0,1,1,Bastia,Reims
2015/16,Lyon,Caen,4,1,5,Lyon,Caen
2015/16,Nice,Marseille,1,1,2,Draw,Draw
2015/16,St Etienne,Monaco,1,1,2,Draw,Draw
2015/16,Bordeaux,Nice,0,0,0,Draw,Draw
2015/16,Angers,Montpellier,2,3,5,Montpellier,Angers
2015/16,Lorient,Guingamp,4,3,7,Lorient,Guingamp
2015/16,Monaco,Troyes,3,1,4,Monaco,Troyes
2015/16,Paris SG,Reims,4,1,5,Paris SG,Reims
2015/16,Toulouse,Ajaccio GFCO,1,1,2,Draw,Draw
2015/16,Caen,Rennes,1,0,1,Caen,Rennes
2015/16,Lille,Lyon,1,0,1,Lille,Lyon
2015/16,Marseille,St Etienne,1,1,2,Draw,Draw
2015/16,Nice,Bastia,0,2,2,Bastia,Nice
2015/16,Guingamp,Angers,2,2,4,Draw,Draw
2015/16,Montpellier,Lille,3,0,3,Montpellier,Lille
2015/16,Reims,Bordeaux,4,1,5,Reims,Bordeaux
2015/16,Toulouse,Rennes,1,2,3,Rennes,Toulouse
2015/16,Troyes,Lorient,0,1,1,Lorient,Troyes
2015/16,Lyon,Paris SG,2,1,3,Lyon,Paris SG
2015/16,Nantes,Monaco,0,0,0,Draw,Draw
2015/16,St Etienne,Caen,1,2,3,Caen,St Etienne
2015/16,Caen,Monaco,2,2,4,Draw,Draw
2015/16,Angers,St Etienne,0,0,0,Draw,Draw
2015/16,Bastia,Lorient,0,0,0,Draw,Draw
2015/16,Bordeaux,Ajaccio GFCO,1,1,2,Draw,Draw
2015/16,Lille,Reims,2,0,2,Lille,Reims
2015/16,Nice,Troyes,2,1,3,Nice,Troyes
2015/16,Paris SG,Montpellier,0,0,0,Draw,Draw
2015/16,Lyon,Guingamp,5,1,6,Lyon,Guingamp
2015/16,Marseille,Toulouse,1,1,2,Draw,Draw
2015/16,Rennes,Nantes,4,1,5,Rennes,Nantes
2015/16,Ajaccio GFCO,Marseille,1,1,2,Draw,Draw
2015/16,Bastia,Nantes,0,0,0,Draw,Draw
2015/16,Monaco,Reims,2,2,4,Draw,Draw
2015/16,Ajaccio GFCO,Caen,1,0,1,Ajaccio GFCO,Caen
2015/16,Bastia,Lille,1,2,3,Lille,Bastia
2015/16,Guingamp,St Etienne,2,0,2,Guingamp,St Etienne
2015/16,Lorient,Marseille,1,1,2,Draw,Draw
2015/16,Montpellier,Nice,0,2,2,Nice,Montpellier
2015/16,Toulouse,Bordeaux,4,0,4,Toulouse,Bordeaux
2015/16,Nantes,Angers,2,0,2,Nantes,Angers
2015/16,Rennes,Lyon,2,2,4,Draw,Draw
2015/16,Troyes,Paris SG,0,9,9,Paris SG,Troyes
2015/16,Marseille,Rennes,2,5,7,Rennes,Marseille
2015/16,Angers,Lorient,5,1,6,Angers,Lorient
2015/16,Caen,Troyes,2,1,3,Caen,Troyes
2015/16,Lille,Toulouse,1,0,1,Lille,Toulouse
2015/16,Lyon,Nantes,2,0,2,Lyon,Nantes
2015/16,Reims,Guingamp,0,1,1,Guingamp,Reims
2015/16,St Etienne,Montpellier,3,0,3,St Etienne,Montpellier
2015/16,Bordeaux,Bastia,1,1,2,Draw,Draw
2015/16,Nice,Ajaccio GFCO,3,0,3,Nice,Ajaccio GFCO
2015/16,Paris SG,Monaco,0,2,2,Monaco,Paris SG
2015/16,Monaco,Bordeaux,1,2,3,Bordeaux,Monaco
2015/16,Ajaccio GFCO,St Etienne,0,2,2,St Etienne,Ajaccio GFCO
2015/16,Guingamp,Montpellier,2,2,4,Draw,Draw
2015/16,Paris SG,Nice,4,1,5,Paris SG,Nice
2015/16,Rennes,Reims,3,1,4,Rennes,Reims
2015/16,Toulouse,Caen,2,0,2,Toulouse,Caen
2015/16,Troyes,Angers,0,1,1,Angers,Troyes
2015/16,Bastia,Marseille,2,1,3,Bastia,Marseille
2015/16,Lorient,Lyon,1,3,4,Lyon,Lorient
2015/16,Nantes,Lille,0,3,3,Lille,Nantes
2015/16,Montpellier,Lyon,0,2,2,Lyon,Montpellier
2015/16,Angers,Ajaccio GFCO,0,0,0,Draw,Draw
2015/16,Caen,Lorient,1,2,3,Lorient,Caen
2015/16,Guingamp,Paris SG,0,2,2,Paris SG,Guingamp
2015/16,Reims,Nantes,2,1,3,Reims,Nantes
2015/16,St Etienne,Troyes,1,0,1,St Etienne,Troyes
2015/16,Toulouse,Bastia,4,0,4,Toulouse,Bastia
2015/16,Lille,Monaco,4,1,5,Lille,Monaco
2015/16,Marseille,Bordeaux,0,0,0,Draw,Draw
2015/16,Nice,Rennes,3,0,3,Nice,Rennes
2015/16,Lyon,Nice,1,1,2,Draw,Draw
